cid,Name,BirthDate,Height,Weight,YearStart,YearEnd,Position,PositionsPlayed,College,GP,MIN,PTS,FGM,FGA,FGPer,X3PMade,X3PA,X3Per,FTM,FTA,FTPer,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,RandomSort,School_power,Birth_Month
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Kemba Walker,8-May-90,73,172,2012,2018,G,1,University of Connecticut,66,27.2,12.1,4.3,11.6,36.6,1,3.4,30.5,2.5,3.2,78.9,0.5,3.1,3.5,4.4,0.9,0.3,1.8,1,0.555328921,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Mike Brown,19-Jul-63,81,257,1987,1997,C-F,2,George Washington University,62,13.2,4.2,1.7,3.2,52.7,0,0,0,0.7,1.2,63.9,1.1,2.3,3.5,0.4,0.3,0.1,0.9,1,0.778166389,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Chandler Parsons,25-Oct-88,82,230,2012,2018,F,1,University of Florida,63,28.6,9.5,3.9,8.7,45.2,1,2.8,33.7,0.7,1.2,55.1,1.4,3.3,4.8,2.1,1.2,0.5,1.3,1,0.592447562,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Cameron Payne,8-Aug-94,75,185,2016,2017,G,1,Murray State University,57,12.2,5,2,4.9,41,0.6,1.9,32.4,0.3,0.4,79.2,0.2,1.3,1.5,1.9,0.6,0.1,0.8,0,0.300988958,scrappy,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Jerry Sichting,29-Nov-56,73,168,1981,1990,G,1,Purdue University,47,9.6,2,0.7,2,35.8,0,0.1,0,0.5,0.7,78.1,0.2,0.7,0.9,1.5,0.5,0,0.6,1,0.525123337,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Jermareo Davidson,15-Nov-84,82,230,2008,2009,F,1,University of Alabama,38,8.5,3.2,1.3,3.3,40.8,0,0,0,0.5,0.7,64.3,0.6,1.1,1.6,0.3,0.2,0.4,0.5,0,0.034822116,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Sam Williams,7-Mar-59,80,210,1982,1985,F,1,Arizona State University,59,18.2,6.1,2.6,4.7,55.6,0,0,0,0.8,1.5,55.1,1.5,3.7,5.2,0.6,0.8,1.3,1.1,0,0.869023909,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Sean Rooks,9-Sep-69,82,250,1993,2004,C,1,University of Arizona,72,29,13.5,5.1,10.4,49.3,0,0,0,3.3,5.4,60.2,2.7,4.7,7.4,1.3,0.5,1.1,2.2,1,0.119828915,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Richard Hamilton,14-Feb-78,78,185,2000,2013,G-F,2,University of Connecticut,71,19.3,9,3.6,8.5,42,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,1,0.481310163,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Russell Cross,5-Sep-61,82,215,1984,1984,C,1,Purdue University,45,7.9,3.7,1.4,2.5,57.1,0,0,0,0.8,2,41.8,0.8,1,1.8,0.5,0.3,0.2,0.4,0,0.460096385,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Shabazz Napier,14-Jul-91,73,175,2015,2018,G,1,University of Connecticut,51,19.8,5.1,1.7,4.5,38.2,0.8,2.3,36.4,0.9,1.1,78.6,0.3,1.9,2.2,2.5,0.8,0.1,1.6,0,0.978435184,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Mitchell Wiggins,28-Sep-59,76,185,1984,1992,G,1,Florida State University,82,25.9,12.4,4.9,10.9,44.8,0.1,0.4,24.1,2.6,3.5,74.2,1.7,2.3,4,2.3,1.3,0.1,1.7,1,0.28031392,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Travis Hansen,15-Apr-78,78,205,2004,2004,G,1,Brigham Young University,41,12.4,3,1.1,3.2,35.4,0.2,0.7,30,0.5,0.7,81.5,0.7,1,1.7,0.5,0.2,0.2,0.4,0,0.161903778,Mid,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Matt Freije,2-Oct-81,82,240,2005,2007,F,1,Vanderbilt University,23,19.2,4,1.6,5.5,29.1,0.6,2.3,25.9,0.2,0.3,62.5,0.7,2,2.7,0.9,0.6,0.1,0.7,0,0.361759547,scrappy,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Juwan Howard,7-Feb-73,81,240,1995,2013,F,1,University of Michigan,65,36.1,17,7,14.3,48.9,0,0.1,0,3,4.5,66.4,2.8,5.6,8.4,2.5,0.8,0.2,2.5,1,0.092557876,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Andy Toolson,19-Jan-66,78,210,1991,1996,G-F,2,Brigham Young University,47,10,2.9,1.1,2.6,40.3,0.3,0.7,37.5,0.5,0.7,75.8,0.7,0.7,1.4,0.7,0.3,0,0.5,0,0.375514335,Mid,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Bryan Warrick,22-Jul-59,77,195,1983,1986,G,1,Saint Joseph's University,43,16.9,4,1.5,4,38,0,0.1,0,1,1.3,73.7,0.3,1.3,1.6,2.9,0.5,0.2,1.6,0,0.271678214,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Doug Lee,24-Oct-64,77,200,1992,1995,G-F,2,Purdue University,46,6.7,2.6,1.1,2.5,43.1,0.2,0.8,27,0.2,0.4,52.6,0.4,0.4,0.8,0.5,0.2,0,0.3,0,0.509078761,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Anthony Brown,10-Oct-92,79,210,2016,2017,F-G,2,Stanford University,29,20.7,4,1.3,4.3,31,0.7,2.4,28.6,0.6,0.7,85,0.3,2.1,2.4,0.7,0.5,0.2,0.5,0,0.686745034,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,Manny Harris,21-Sep-89,77,185,2011,2017,G,1,University of Michigan,54,17.3,5.9,2,5.4,37.4,0.6,1.7,37,1.3,1.7,76.3,0.7,1.9,2.6,1.6,0.6,0.1,1.2,0,0.676948466,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Derrick Coleman,21-Jun-67,82,230,1991,2005,F,1,Syracuse University,74,35.2,18.4,6.9,14.9,46.7,0.2,0.5,34.2,4.4,6,73.1,3.6,6.6,10.3,2.2,1,1.3,2.9,1,0.543308653,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Eric Gordon,25-Dec-88,76,215,2009,2018,G,1,Indiana University,78,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,0.6,2,2.6,2.8,1,0.5,2.1,1,0.44587071,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Lorenzo Charles,25-Nov-63,79,225,1986,1986,F,1,North Carolina State University,36,7.6,3.4,1.4,2.4,55.7,0,0,0,0.7,1,66.7,0.4,0.7,1.1,0.2,0.1,0.2,0.5,0,0.878528694,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Taj Gibson,24-Jun-85,81,225,2010,2018,F,1,University of Southern California,82,26.9,9,3.8,7.7,49.4,0,0,0,1.4,2.1,64.6,2.8,4.7,7.5,0.9,0.6,1.3,1.4,1,0.900193658,Mid,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Josh Boone,21-Nov-84,82,237,2007,2010,F-C,2,University of Connecticut,61,11,4.2,1.6,2.8,57.9,0,0,0,0.9,1.7,54.4,1,1.8,2.9,0.2,0.2,0.3,0.5,0,0.309532685,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Kevin Love,7-Sep-88,82,251,2009,2018,F,1,"University of California, Los Angeles",81,25.3,11.1,3.9,8.5,45.9,0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1,0.4,0.6,1.5,1,0.397236848,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Harold Miner,5-May-71,77,210,1993,1996,G,1,University of Southern California,73,18.9,10.3,4,8.4,47.5,0,0.1,33.3,2.2,2.9,76.2,1,1,2,1,0.5,0.1,1.3,0,0.468626671,Mid,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Khalid Reeves,15-Jul-72,75,199,1995,2000,G,1,University of Arizona,67,21.8,9.2,3.1,6.9,44.3,1,2.6,39.2,2.1,2.9,71.4,0.8,2,2.8,4.3,1.1,0.1,2,1,0.108828733,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Chris Singleton,21-Nov-89,80,230,2012,2014,F,1,Florida State University,66,21.7,4.6,1.8,4.7,37.2,0.7,1.9,34.6,0.5,0.7,68.2,0.7,2.9,3.5,0.7,1.1,0.5,0.6,0,0.094237037,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Keith Lee,28-Dec-62,82,215,1986,1989,F-C,2,University of Memphis,58,20.6,7.4,3.1,6.6,46.6,0,0.2,22.2,1.3,1.7,78.1,2,4.1,6.1,1.2,0.5,0.6,1.3,0,0.42303503,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,T.J. McConnell,25-Mar-92,74,200,2016,2018,G,1,University of Arizona,81,19.8,6.1,2.7,5.7,47,0.4,1.1,34.8,0.3,0.5,63.4,0.5,2.6,3.1,4.5,1.2,0.1,1.7,0,0.569420941,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Glen Davis,1-Jan-86,81,289,2008,2015,F-C,2,Louisiana State University,69,13.6,4.5,1.6,3.2,48.4,0,0,0,1.4,2.2,66,1.4,1.6,3,0.4,0.5,0.3,0.9,1,0.050929105,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Alan Anderson,16-Oct-82,78,220,2006,2017,G-F,2,Michigan State University,36,15.7,5.8,2.1,5,41.4,0.7,1.6,41.4,0.9,1.1,80.5,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1,0.46094877,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Dwayne Morton,8-Aug-71,79,195,1995,1995,F,1,University of Louisville,41,9.6,4.1,1.2,3.1,38.8,0.2,0.6,36,1.4,2.1,68.2,0.5,0.9,1.4,0.4,0.3,0.4,0.7,0,0.616569392,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Sam Vincent,18-May-63,74,185,1986,1992,G,1,Michigan State University,57,7.6,3.2,1,2.8,36.4,0,0.1,25,1.1,1.2,92.9,0.2,0.6,0.8,1.2,0.3,0.1,0.9,1,0.779335451,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Larry Micheaux,24-Mar-60,81,220,1984,1985,F,1,University of Houston,39,8.5,3.1,1.3,2.3,54.4,0,0,0,0.5,1,53.8,1,1.9,2.9,0.5,0.5,0.3,0.5,0,0.44300693,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Kevin Loder,15-Mar-59,78,205,1982,1984,F-G,2,Alabama State University,71,16,6.9,2.9,6.3,46.4,0,0.2,0,1.1,1.5,72,1,1.8,2.7,1.2,0.5,0.4,1,0,0.639206348,scrappy,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Lari Ketner,1-Feb-77,81,277,2000,2001,F-C,2,University of Massachusetts Amherst,22,6,1.5,0.6,1.5,40.6,0,0,0,0.4,0.5,66.7,0.5,1,1.5,0,0.2,0.1,0.5,0,0.441519078,scrappy,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Terrell Brandon,20-May-70,71,180,1992,2002,G,1,University of Oregon,82,19.6,7.4,3.1,7.3,41.9,0,0.3,4.3,1.2,1.5,80.6,0.6,1.4,2,3.9,1,0.3,1.7,1,0.294660391,Mid,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Ryan Gomes,1-Sep-82,79,250,2006,2014,F,1,Providence College,61,22.6,7.6,2.8,5.8,48.7,0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,1,0.6,0.1,0.9,1,0.86177574,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Jeremy Pargo,17-Mar-86,74,219,2012,2013,G,1,Gonzaga University,44,9.6,2.9,1.1,3.4,33.3,0.2,0.9,26.3,0.4,0.6,59.3,0.3,0.6,0.8,1.3,0.3,0,1.1,0,0.659023056,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Byron Irvin,2-Dec-66,77,190,1990,1993,G,1,University of Missouri,50,9.8,5.2,1.9,4.1,47.3,0.1,0.3,35.7,1.2,1.8,67,0.6,0.9,1.5,0.9,0.6,0,0.8,0,0.238528026,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Ronnie Brewer,20-Mar-85,79,220,2007,2014,G-F,2,University of Arkansas,56,12.1,4.6,1.8,3.4,52.8,0,0.2,0,1,1.5,67.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,1,0.438439792,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,David West,29-Aug-80,81,250,2004,2018,F,1,Xavier University,71,13.1,3.8,1.5,3.2,47.4,0,0,0,0.8,1.1,71.3,1.6,2.5,4.2,0.8,0.4,0.4,0.7,1,0.211071028,Mid,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,Malik Rose,23-Nov-74,79,250,1997,2009,F,1,Drexel University,54,9.7,3,1.1,2.4,47.7,0,0,0,0.7,1.1,61.3,1.3,1.7,3,0.6,0.5,0.3,0.8,1,0.346601024,scrappy,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,Leon Powe,22-Jan-84,80,240,2007,2011,F,1,University of California,63,11.4,4.2,1.3,2.8,44.6,0,0,0,1.7,2.3,73.6,1.5,1.9,3.4,0.2,0.2,0.3,0.8,1,0.378782842,Mid,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Jon Sundvold,2-Jul-61,74,170,1984,1992,G,1,University of Missouri,73,17.6,6.9,3,6.7,44.5,0.1,0.5,24.3,0.9,1,88.9,0.3,0.9,1.2,3.3,0.4,0,1.1,1,0.73220461,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Gerald Fitch,12-Aug-82,75,188,2006,2006,G,1,University of Kentucky,18,13.3,4.7,1.7,4.9,33.7,0.4,1.4,26.9,0.9,1.3,73.9,0.4,1.3,1.7,1.8,0.4,0.3,0.8,0,0.760704775,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Sean Singletary,6-Sep-85,72,185,2009,2009,G,1,University of Virginia,37,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40,0.5,0.6,85.7,0.3,0.7,0.9,0.8,0.3,0,0.6,0,0.809262382,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Adrian Caldwell,4-Jul-66,80,265,1990,1998,F-C,2,Lamar University,51,6.5,1.9,0.8,1.5,55.3,0,0,0,0.3,0.5,46.4,0.7,1.4,2.1,0.1,0.2,0.3,0.6,1,0.385985959,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Langston Galloway,9-Dec-91,74,200,2015,2018,G,1,Saint Joseph's University,45,32.4,11.8,4.5,11.4,39.9,1.4,3.9,35.2,1.4,1.7,80.8,0.8,3.4,4.2,3.3,1.2,0.3,1.4,0,0.254456206,scrappy,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Derrick McKey,10-Oct-66,81,205,1988,2002,F-C,2,University of Alabama,82,20.8,8.5,3.1,6.3,49.1,0.1,0.4,36.7,2.1,2.7,77.2,1.4,2.6,4,1.3,0.8,0.8,1.3,1,0.202283013,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,LaSalle Thompson,23-Jun-61,82,245,1983,1997,C-F,2,University of Texas at Austin,71,13.9,5.4,2.1,4,51.2,0,0,0,1.3,1.9,65,1.9,3.4,5.3,0.5,0.6,0.9,1.4,1,0.660392525,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Carl Landry,19-Sep-83,81,248,2008,2016,F,1,Purdue University,42,16.9,8.1,3.2,5.2,61.6,0,0,0,1.7,2.6,66.1,2.3,2.6,4.9,0.5,0.4,0.2,0.6,1,0.766640785,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Joe Smith,26-Jul-75,82,225,1996,2011,F,1,University of Maryland,82,34.4,15.3,5.7,12.5,45.8,0.1,0.3,35.7,3.7,4.8,77.3,3.7,5.1,8.7,1,1,1.6,1.7,1,0.670972102,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Larry Nance,12-Feb-59,82,205,1982,1994,F-C,2,Clemson University,80,14.8,6.6,2.8,5.5,52.1,0,0,0,0.9,1.5,64.1,1.2,2,3.2,1,0.5,0.9,1.3,1,0.964883194,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Rodney Stuckey,21-Apr-86,77,210,2008,2017,G,1,Eastern Washington University,57,19,7.6,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,2.3,2.8,0.9,0.1,1.4,1,0.480724883,scrappy,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Reece Gaines,7-Jan-81,78,205,2004,2006,G,1,University of Louisville,38,9.6,1.8,0.7,2.3,29.1,0.1,0.3,30,0.4,0.7,64,0.2,0.8,1,1.1,0.3,0.1,0.5,0,0.132604417,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,David Noel,27-Feb-84,78,230,2007,2007,F,1,University of North Carolina,68,11.6,2.7,1,2.6,36.7,0.3,0.8,32.1,0.5,0.6,86,0.6,1.2,1.8,1,0.4,0.1,0.6,0,0.021299601,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Chuck Person,27-Jun-64,80,220,1987,2000,F,1,Auburn University,82,36,18.8,7.7,16.6,46.8,0.6,1.7,35.5,2.7,3.6,74.7,2,6.2,8.3,3.6,1.1,0.2,2.6,1,0.664520964,Mid,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,Lou Roe,14-Jul-72,79,220,1996,1997,F,1,University of Massachusetts Amherst,49,7.6,1.8,0.7,1.8,35.6,0,0.2,22.2,0.5,0.7,75,0.6,1,1.6,0.3,0.2,0.2,0.3,0,0.569088542,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Mike Dunleavy,21-Mar-54,75,180,1977,1990,G,1,University of South Carolina,82,15.9,5.7,2,5.1,40.3,0.6,1.8,34.7,1,1.2,78,0.8,1.8,2.6,1.3,0.7,0.2,1.1,1,0.849886342,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Doc Rivers,13-Oct-61,76,185,1984,1996,G,1,Marquette University,81,23.9,9.3,3.1,6.7,46.2,0,0.1,16.7,3.1,4,78.5,0.9,1.8,2.7,3.9,1.6,0.4,2.1,1,0.547427757,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Anthony Frederick,7-Dec-64,79,205,1989,1992,F,1,Pepperdine University,46,6.8,3.3,1.4,2.7,50.4,0,0.1,40,0.5,0.7,70.6,0.6,0.6,1.1,0.4,0.3,0.1,0.7,0,0.315938504,Mid,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Gordon Hayward,23-Mar-90,80,226,2011,2018,F-G,2,Butler University,72,16.9,5.4,2,4.1,48.5,0.5,1,47.3,1,1.3,71.1,0.6,1.4,1.9,1.1,0.4,0.3,1,1,0.72406324,scrappy,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Roy Tarpley,28-Nov-64,83,230,1987,1995,C-F,2,University of Michigan,75,18.7,7.5,3.1,6.7,46.7,0,0,33.3,1.3,1.9,67.6,2.4,4.7,7.1,0.7,0.8,1.1,1.4,1,0.275241467,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Michael Ansley,8-Feb-67,79,225,1990,1992,F,1,University of Alabama,72,17,8.7,3.2,6.5,49.7,0,0,0,2.3,3.2,72.2,2.6,2.4,5,0.6,0.3,0.2,0.7,0,0.97406288,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,DeAndre Jordan,21-Jul-88,83,265,2009,2018,C,1,Texas A&M University,53,14.5,4.3,1.8,2.8,63.3,0,0,0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1,0.734519637,Mid,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Tim McCormick,10-Mar-62,83,240,1985,1992,C,1,University of Michigan,78,20.3,9.3,3.4,6.2,55.7,0,0,0,2.4,3.4,71.5,1.9,3.2,5.1,1,0.2,0.4,1.5,1,0.495418275,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Jerry Stackhouse,5-Nov-74,78,218,1996,2013,G-F,2,University of North Carolina,72,37.5,19.2,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,1.3,2.4,3.7,3.9,1.1,1.1,3.5,1,0.246742176,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Dee Brown,29-Nov-68,73,160,1991,2002,G,1,Jacksonville University,82,23.7,8.7,3.5,7.5,46.4,0.1,0.4,20.6,1.7,1.9,87.3,0.5,1.7,2.2,4.2,1,0.2,1.7,1,0.085424878,scrappy,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Charlie Davis,7-Sep-49,74,160,1972,1974,G,1,Wake Forest University,54,10.6,3.8,1.6,3.4,47.8,0,0,0,0.6,0.7,81.1,1,1.5,2.5,0.6,0.2,0.2,0.8,0,0.631653731,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,Marc Jackson,16-Jan-75,82,270,2001,2007,C,1,Temple University,48,29.4,13.2,4.9,10.6,46.7,0.1,0.5,21.7,3.2,4,80.2,2.5,5,7.5,1.2,0.7,0.6,1.9,1,0.878970906,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Brevin Knight,8-Nov-75,70,173,1998,2009,G,1,Stanford University,80,31,9,3.3,7.4,44.1,0,0.1,0,2.5,3.1,80.1,0.8,2.3,3.2,8.2,2.5,0.2,2.4,1,0.209661964,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Johnny Dawkins,28-Sep-63,74,165,1987,1995,G,1,Duke University,81,20.8,10.3,4.1,9.4,43.7,0.2,0.6,29.8,1.9,2.4,80.1,0.7,1.4,2.1,3.6,0.8,0,1.5,1,0.250347433,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Darnell Jackson,7-Nov-85,81,253,2009,2011,F,1,University of Kansas,51,8.4,1.9,0.7,1.7,43,0,0,0,0.5,0.7,68.6,0.6,1.1,1.7,0.2,0.2,0.1,0.3,0,0.028965954,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Josh Richardson,15-Sep-93,78,200,2016,2018,G,1,University of Tennessee,52,21.3,6.6,2.4,5.2,45.2,1,2.2,46.1,0.8,1.2,66.7,0.4,1.7,2.1,1.4,0.7,0.5,0.7,0,0.235055091,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,DeMarcus Cousins,13-Aug-90,83,270,2011,2018,C-F,2,University of Kentucky,81,28.5,14.1,5.3,12.4,43,0,0.2,16.7,3.4,5,68.7,2.7,6,8.6,2.5,1.1,0.8,3.3,1,0.837939523,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Brian Oliver,1-Jun-68,76,210,1991,1998,G,1,Georgia Institute of Technology,73,11,3.8,1.5,3.7,40.8,0.1,0.2,27.8,0.7,1,73.2,0.2,0.8,1.1,1.2,0.5,0.1,0.7,0,0.353895586,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,Marty Conlon,19-Jan-68,82,224,1992,2000,F-C,2,Providence College,45,8.5,2.7,1.1,2.2,47.5,0,0,0,0.5,0.7,75,0.7,0.8,1.5,0.3,0.2,0.2,0.6,1,0.378409938,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Joe Crispin,18-Jul-79,72,185,2002,2002,G,1,Pennsylvania State University,21,7.4,3.8,1.2,3.2,38.2,0.7,1.9,38.5,0.6,0.6,92.3,0.1,0.4,0.5,1.2,0.2,0,0.5,0,0.002417072,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Andre Drummond,10-Aug-93,83,279,2013,2018,C,1,University of Connecticut,60,20.7,7.9,3.5,5.7,60.8,0,0,50,1,2.7,37.1,2.8,4.8,7.6,0.5,1,1.6,0.9,1,0.415278478,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Shawne Williams,16-Feb-86,81,225,2007,2015,F,1,University of Memphis,46,12.1,3.9,1.6,3.5,46.9,0.4,1.1,36.5,0.2,0.4,55,0.7,1.1,1.8,0.5,0.1,0.2,0.5,1,0.781916705,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Chris Kaman,28-Apr-82,84,265,2004,2016,C,1,Central Michigan University,82,22.5,6.1,2.4,5.3,46,0,0,0,1.2,1.7,69.7,1.5,4.1,5.6,1,0.3,0.9,1.9,1,0.893365284,scrappy,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Bobby Jones,18-Dec-51,81,210,1975,1986,F,1,University of North Carolina,44,7.6,2.5,1,2.1,46.2,0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0,0.4,1,0.711463375,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Antawn Jamison,12-Jun-76,80,223,1999,2014,F,1,University of North Carolina,47,22.5,9.6,3.8,8.4,45.2,0.1,0.2,30,1.9,3.3,58.8,2.8,3.6,6.4,0.7,0.8,0.3,1.4,1,0.968802716,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Ryan Kelly,9-Apr-91,83,230,2014,2017,F,1,Duke University,59,22.2,8,2.7,6.3,42.3,0.8,2.4,33.8,1.9,2.3,81.5,0.7,3,3.7,1.6,0.5,0.8,0.8,0,0.638856644,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Mike Niles,31-Mar-55,78,225,1981,1981,F,1,"California State University, Fullerton",44,5.3,2.6,1.1,3.1,34.8,0,0.1,50,0.4,0.8,45.9,0.6,0.7,1.3,0.3,0.2,0,0.6,0,0.162436092,Mid,Mar
